Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-08-13,0.08,0.08,0.08,0.08,0,0,0
2018-08-14,0.08,0.08,0.08,0.08,0,0,0
2018-08-15,0.08,0.08,0.08,0.08,0,0,0
2018-08-16,0.08,0.08,0.08,0.08,0,0,0
2018-08-17,0.08,0.08,0.08,0.08,0,0,0
2018-08-20,0.08,0.08,0.08,0.08,0,0,0
2018-08-21,0.08,0.08,0.08,0.08,0,0,0
2018-08-22,0.08,0.08,0.08,0.08,0,0,0
2018-08-23,0.08,0.08,0.08,0.08,0,0,0
2018-08-24,0.08,0.08,0.08,0.08,0,0,0
2018-08-27,0.08,0.08,0.08,0.08,0,0,0
2018-08-28,0.08,0.08,0.08,0.08,0,0,0
2018-08-29,0.08,0.08,0.08,0.08,0,0,0
2018-08-30,0.08,0.08,0.08,0.08,0,0,0
2018-08-31,0.08,0.08,0.08,0.08,0,0,0
2018-09-04,0.08,0.08,0.08,0.08,0,0,0
2018-09-05,0.08,0.08,0.08,0.08,0,0,0
2018-09-06,0.08,0.08,0.08,0.08,0,0,0
2018-09-07,0.08,0.08,0.08,0.08,0,0,0
2018-09-10,0.08,0.08,0.08,0.08,0,0,0
2018-09-11,0.08,0.08,0.08,0.08,0,0,0
2018-09-12,0.08,0.08,0.08,0.08,0,0,0
2018-09-13,0.08,0.08,0.08,0.08,0,0,0
2018-09-14,0.08,0.08,0.08,0.08,0,0,0
2018-09-17,0.08,0.08,0.08,0.08,0,0,0
2018-09-18,0.08,0.08,0.08,0.08,0,0,0
2018-09-19,0.08,0.08,0.08,0.08,0,0,0
2018-09-20,0.08,0.08,0.08,0.08,0,0,0
2018-09-21,0.08,0.08,0.08,0.08,0,0,0
2018-09-24,0.08,0.08,0.08,0.08,0,0,0
2018-09-25,0.08,0.08,0.08,0.08,0,0,0
2018-09-26,0.08,0.08,0.08,0.08,0,0,0
2018-09-27,0.08,0.08,0.08,0.08,0,0,0
2018-09-28,0.08,0.08,0.08,0.08,0,0,0
2018-10-01,0.08,0.08,0.08,0.08,0,0,0
2018-10-02,0.08,0.08,0.08,0.08,0,0,0
2018-10-03,0.08,0.08,0.08,0.08,0,0,0
2018-10-04,0.08,0.08,0.08,0.08,0,0,0
2018-10-05,0.08,0.08,0.08,0.08,0,0,0
2018-10-08,0.08,0.08,0.08,0.08,0,0,0
2018-10-09,0.08,0.08,0.08,0.08,0,0,0
2018-10-10,0.08,0.08,0.08,0.08,0,0,0
2018-10-11,25266.4,25266.4,25266.4,25266.4,0,0,0
2018-10-12,0.08,0.08,0.08,0.08,0,0,0
2018-10-15,0.08,0.08,0.08,0.08,0,0,0
2018-10-16,0.08,0.08,0.08,0.08,0,0,0
2018-10-17,0.08,0.08,0.08,0.08,0,0,0
2018-10-18,0.08,0.08,0.08,0.08,0,0,0
2018-10-19,0.08,0.08,0.08,0.08,0,0,0
2018-10-22,26154.4,26154.4,26154.4,26154.4,0,0,0
2018-10-23,25346.6,25346.6,25346.6,25346.6,0,0,0
2018-10-24,0.08,0.08,0.08,0.08,0,0,0
2018-10-25,0.08,0.08,0.08,0.08,0,0,0
2018-10-26,0.08,0.08,0.08,0.08,0,0,0
2018-10-29,24812.0,24812.0,24812.0,24812.0,0,0,0
2018-10-30,0.08,0.08,0.08,0.08,0,0,0
2018-10-31,24857.5,24857.5,24857.5,24857.5,0,0,0
2018-11-01,0.08,0.08,0.08,0.08,0,0,0
2018-11-02,26486.3,26486.3,26486.3,26486.3,0,0,0
2018-11-05,0.08,0.08,0.08,0.08,0,0,0
2018-11-06,26086.1,26086.1,26086.1,26086.1,0,0,0
2018-11-07,0.08,0.08,0.08,0.08,0,0,0
2018-11-08,0.08,0.08,0.08,0.08,0,0,0
2018-11-09,25601.9,25601.9,25601.9,25601.9,0,0,0
2018-11-12,25633.2,25633.2,25633.2,25633.2,0,0,0
2018-11-13,25792.9,25792.9,25792.9,25792.9,0,0,0
2018-11-14,25654.4,25654.4,25654.4,25654.4,0,0,0
2018-11-15,26103.3,26103.3,26103.3,26103.3,0,0,0
2018-11-16,26183.5,26183.5,26183.5,26183.5,0,0,0
2018-11-19,26372.0,26372.0,26372.0,26372.0,0,0,0
2018-11-20,0.08,0.08,0.08,0.08,0,0,0
2018-11-21,0.08,0.08,0.08,0.08,0,0,0
2018-11-23,25927.7,25927.7,25927.7,25927.7,0,0,0
2018-11-26,0.08,0.08,0.08,0.08,0,0,0
2018-11-27,0.08,0.08,0.08,0.08,0,0,0
2018-11-28,0.08,0.08,0.08,0.08,0,0,0
2018-11-29,0.08,0.08,0.08,0.08,0,0,0
2018-11-30,0.08,0.08,0.08,0.08,0,0,0
2018-12-03,0.08,0.08,0.08,0.08,0,0,0
2018-12-04,0.08,0.08,0.08,0.08,0,0,0
2018-12-06,0.08,0.08,0.08,0.08,0,0,0
2018-12-07,0.08,0.08,0.08,0.08,0,0,0
2018-12-10,0.08,0.08,0.08,0.08,0,0,0
2018-12-11,0.08,0.08,0.08,0.08,0,0,0
2018-12-12,26186.7,26186.7,26186.7,26186.7,0,0,0
2018-12-13,26524.3,26524.3,26524.3,26524.3,0,0,0
2018-12-14,26094.8,26094.8,26094.8,26094.8,0,0,0
2018-12-17,26088.0,26088.0,26088.0,26088.0,0,0,0
2018-12-18,25814.2,25814.2,25814.2,25814.2,0,0,0
2018-12-19,25865.4,25865.4,25865.4,25865.4,0,0,0
2018-12-20,25623.5,25623.5,25623.5,25623.5,0,0,0
2018-12-21,25753.4,25753.4,25753.4,25753.4,0,0,0
2018-12-24,25651.4,25651.4,25651.4,25651.4,0,0,0
2018-12-27,25478.9,25478.9,25478.9,25478.9,0,0,0
2018-12-28,25504.2,25504.2,25504.2,25504.2,0,0,0
2018-12-31,25845.7,25845.7,25845.7,25845.7,0,0,0
2019-01-02,25130.3,25130.3,25130.3,25130.3,0,0,0
2019-01-03,25064.4,25064.4,25064.4,25064.4,0,0,0
2019-01-04,25626.0,25626.0,25626.0,25626.0,0,0,0
2019-01-07,25835.7,25835.7,25835.7,25835.7,0,0,0
2019-01-08,25835.6,25835.6,25835.6,25835.6,0,0,0
2019-01-09,26462.3,26462.3,26462.3,26462.3,0,0,0
2019-01-10,26521.4,26521.4,26521.4,26521.4,0,0,0
2019-01-11,26667.3,26667.3,26667.3,26667.3,0,0,0
2019-01-14,26298.3,26298.3,26298.3,26298.3,0,0,0
2019-01-15,26830.3,26830.3,26830.3,26830.3,0,0,0
2019-01-16,26902.1,26902.1,26902.1,26902.1,0,0,0
2019-01-17,26755.6,26755.6,26755.6,26755.6,0,0,0
2019-01-18,27090.8,27090.8,27090.8,27090.8,0,0,0
2019-01-22,27005.4,27005.4,27005.4,27005.4,0,0,0
2019-01-23,27008.2,27008.2,27008.2,27008.2,0,0,0
2019-01-24,27121.0,27121.0,27121.0,27121.0,0,0,0
2019-01-25,27569.2,27569.2,27569.2,27569.2,0,0,0
2019-01-28,27577.0,27577.0,27577.0,27577.0,0,0,0
2019-01-29,27531.7,27531.7,27531.7,27531.7,0,0,0
2019-01-30,27642.8,27642.8,27642.8,27642.8,0,0,0
2019-01-31,27942.5,27942.5,27942.5,27942.5,0,0,0
2019-02-01,27930.7,27930.7,27930.7,27930.7,0,0,0
2019-02-04,27990.2,27990.2,27990.2,27990.2,0,0,0
2019-02-08,27946.3,27946.3,27946.3,27946.3,0,0,0
2019-02-11,28143.8,28143.8,28143.8,28143.8,0,0,0
2019-02-12,28171.3,28171.3,28171.3,28171.3,0,0,0
2019-02-13,28497.6,28497.6,28497.6,28497.6,0,0,0
2019-02-14,28432.1,28432.1,28432.1,28432.1,0,0,0
2019-02-15,27900.8,27900.8,27900.8,27900.8,0,0,0
2019-02-20,28514.1,28514.1,28514.1,28514.1,0,0,0
2019-02-21,28629.9,28629.9,28629.9,28629.9,0,0,0
2019-02-22,28816.3,28816.3,28816.3,28816.3,0,0,0
2019-02-25,28921.4,28921.4,28921.4,28921.4,0,0,0
2019-02-26,28772.1,28772.1,28772.1,28772.1,0,0,0
2019-02-27,28757.4,28757.4,28757.4,28757.4,0,0,0
2019-02-28,28633.2,28633.2,28633.2,28633.2,0,0,0
2019-03-01,28812.2,28812.2,28812.2,28812.2,0,0,0
2019-03-04,28959.6,28959.6,28959.6,28959.6,0,0,0
2019-03-05,28961.6,28961.6,28961.6,28961.6,0,0,0
2019-03-06,29037.6,29037.6,29037.6,29037.6,0,0,0
2019-03-07,28779.4,28779.4,28779.4,28779.4,0,0,0
2019-03-08,28228.4,28228.4,28228.4,28228.4,0,0,0
2019-03-11,28503.3,28503.3,28503.3,28503.3,0,0,0
2019-03-12,28920.9,28920.9,28920.9,28920.9,0,0,0
2019-03-13,28807.4,28807.4,28807.4,28807.4,0,0,0
2019-03-14,28851.4,28851.4,28851.4,28851.4,0,0,0
2019-03-15,29012.3,29012.3,29012.3,29012.3,0,0,0
2019-03-18,29360.2,29360.2,29360.2,29360.2,0,0,0
2019-03-19,29466.3,29466.3,29466.3,29466.3,0,0,0
2019-03-20,29321.0,29321.0,29321.0,29321.0,0,0,0
2019-03-21,29071.6,29071.6,29071.6,29071.6,0,0,0
2019-03-22,29113.4,29113.4,29113.4,29113.4,0,0,0
2019-03-25,28523.3,28523.3,28523.3,28523.3,0,0,0
2019-03-26,28566.9,28566.9,28566.9,28566.9,0,0,0
2019-03-27,28728.2,28728.2,28728.2,28728.2,0,0,0
2019-03-28,28775.2,28775.2,28775.2,28775.2,0,0,0
2019-03-29,29051.4,29051.4,29051.4,29051.4,0,0,0
2019-04-01,29562.0,29562.0,29562.0,29562.0,0,0,0
2019-04-02,29624.7,29624.7,29624.7,29624.7,0,0,0
2019-04-03,29986.4,29986.4,29986.4,29986.4,0,0,0
2019-04-04,29936.3,29936.3,29936.3,29936.3,0,0,0
2019-04-08,30077.2,30077.2,30077.2,30077.2,0,0,0
2019-04-09,30157.5,30157.5,30157.5,30157.5,0,0,0
2019-04-10,30119.6,30119.6,30119.6,30119.6,0,0,0
2019-04-11,29839.4,29839.4,29839.4,29839.4,0,0,0
2019-04-12,29909.8,29909.8,29909.8,29909.8,0,0,0
2019-04-15,29810.7,29810.7,29810.7,29810.7,0,0,0
2019-04-16,30129.9,30129.9,30129.9,30129.9,0,0,0
2019-04-17,30124.7,30124.7,30124.7,30124.7,0,0,0
2019-04-18,29963.3,29963.3,29963.3,29963.3,0,0,0
2019-04-23,29963.2,29963.2,29963.2,29963.2,0,0,0
2019-04-24,29805.8,29805.8,29805.8,29805.8,0,0,0
2019-04-25,29549.8,29549.8,29549.8,29549.8,0,0,0
2019-04-26,29605.0,29605.0,29605.0,29605.0,0,0,0
2019-04-29,29892.8,29892.8,29892.8,29892.8,0,0,0
2019-04-30,29699.1,29699.1,29699.1,29699.1,0,0,0
2019-05-02,29944.2,29944.2,29944.2,29944.2,0,0,0
2019-05-03,30081.6,30081.6,30081.6,30081.6,0,0,0
2019-05-06,29209.8,29209.8,29209.8,29209.8,0,0,0
2019-05-07,29363.0,29363.0,29363.0,29363.0,0,0,0
2019-05-08,29003.2,29003.2,29003.2,29003.2,0,0,0
2019-05-09,28311.1,28311.1,28311.1,28311.1,0,0,0
2019-05-10,28550.2,28550.2,28550.2,28550.2,0,0,0
2019-05-14,28122.0,28122.0,28122.0,28122.0,0,0,0
2019-05-15,28268.7,28268.7,28268.7,28268.7,0,0,0
2019-05-16,28275.1,28275.1,28275.1,28275.1,0,0,0
2019-05-17,27946.5,27946.5,27946.5,27946.5,0,0,0
2019-05-20,27787.6,27787.6,27787.6,27787.6,0,0,0
2019-05-21,27657.2,27657.2,27657.2,27657.2,0,0,0
2019-05-22,27705.9,27705.9,27705.9,27705.9,0,0,0
2019-05-23,27267.1,27267.1,27267.1,27267.1,0,0,0
2019-05-24,27353.9,27353.9,27353.9,27353.9,0,0,0
2019-05-28,27390.8,27390.8,27390.8,27390.8,0,0,0
2019-05-29,27235.7,27235.7,27235.7,27235.7,0,0,0
2019-05-30,27114.9,27114.9,27114.9,27114.9,0,0,0
2019-05-31,26901.1,26901.1,26901.1,26901.1,0,0,0
2019-06-03,26893.9,26893.9,26893.9,26893.9,0,0,0
2019-06-04,26761.5,26761.5,26761.5,26761.5,0,0,0
2019-06-05,26895.4,26895.4,26895.4,26895.4,0,0,0
2019-06-06,26965.3,26965.3,26965.3,26965.3,0,0,0
2019-10-09,25682.8,25682.8,25682.8,25682.8,0,0,0
2020-01-23,27909.1,27909.1,27909.1,27909.1,0,0,0
2020-01-24,27949.6,27949.6,27949.6,27949.6,0,0,0
2020-01-29,27160.6,27160.6,27160.6,27160.6,0,0,0
2020-01-30,26449.1,26449.1,26449.1,26449.1,0,0,0
2020-01-31,26312.6,26312.6,26312.6,26312.6,0,0,0
2020-02-03,26357.0,26357.0,26357.0,26357.0,0,0,0
2020-02-04,26676.0,26676.0,26676.0,26676.0,0,0,0
2020-02-05,26786.7,26786.7,26786.7,26786.7,0,0,0
2020-02-06,27493.7,27493.7,27493.7,27493.7,0,0,0
2020-02-07,27404.3,27404.3,27404.3,27404.3,0,0,0
2020-02-10,27241.3,27241.3,27241.3,27241.3,0,0,0
2020-02-11,27583.9,27583.9,27583.9,27583.9,0,0,0
2020-02-12,27823.7,27823.7,27823.7,27823.7,0,0,0
2020-02-13,27730.0,27730.0,27730.0,27730.0,0,0,0
2020-02-14,27815.6,27815.6,27815.6,27815.6,0,0,0
2020-02-18,27530.2,27530.2,27530.2,27530.2,0,0,0
2020-02-19,27655.8,27655.8,27655.8,27655.8,0,0,0
2020-02-20,27609.2,27609.2,27609.2,27609.2,0,0,0
2020-02-21,27308.8,27308.8,27308.8,27308.8,0,0,0
2020-02-24,26820.9,26820.9,26820.9,26820.9,0,0,0
2020-02-25,26893.2,26893.2,26893.2,26893.2,0,0,0
2020-02-26,26696.5,26696.5,26696.5,26696.5,0,0,0
2020-02-27,26778.6,26778.6,26778.6,26778.6,0,0,0
2020-02-28,26129.9,26129.9,26129.9,26129.9,0,0,0
2020-03-02,26291.7,26291.7,26291.7,26291.7,0,0,0
2020-03-03,26284.8,26284.8,26284.8,26284.8,0,0,0
2020-03-04,26222.1,26222.1,26222.1,26222.1,0,0,0
2020-03-05,26767.9,26767.9,26767.9,26767.9,0,0,0
2020-03-06,26146.7,26146.7,26146.7,26146.7,0,0,0
2020-03-09,25040.5,25040.5,25040.5,25040.5,0,0,0
2020-03-10,25392.5,25392.5,25392.5,25392.5,0,0,0
2020-03-11,25231.6,25231.6,25231.6,25231.6,0,0,0
2020-03-12,24309.1,24309.1,24309.1,24309.1,0,0,0
2020-03-13,24032.9,24032.9,24032.9,24032.9,0,0,0
2020-03-16,23063.6,23063.6,23063.6,23063.6,0,0,0
2020-03-17,23263.7,23263.7,23263.7,23263.7,0,0,0
2020-03-18,22291.8,22291.8,22291.8,22291.8,0,0,0
2020-03-19,21709.1,21709.1,21709.1,21709.1,0,0,0
2020-03-20,22805.1,22805.1,22805.1,22805.1,0,0,0
2020-03-23,21696.1,21696.1,21696.1,21696.1,0,0,0
2020-03-24,22663.5,22663.5,22663.5,22663.5,0,0,0
2020-03-25,23527.2,23527.2,23527.2,23527.2,0,0,0
2020-03-26,23352.3,23352.3,23352.3,23352.3,0,0,0
2020-03-27,23484.3,23484.3,23484.3,23484.3,0,0,0
2020-03-30,23175.1,23175.1,23175.1,23175.1,0,0,0
2020-03-31,23603.5,23603.5,23603.5,23603.5,0,0,0
2020-04-01,23085.8,23085.8,23085.8,23085.8,0,0,0
2020-04-02,23280.1,23280.1,23280.1,23280.1,0,0,0
2020-04-03,23236.1,23236.1,23236.1,23236.1,0,0,0
2020-04-06,23749.1,23749.1,23749.1,23749.1,0,0,0
2020-04-07,24253.3,24253.3,24253.3,24253.3,0,0,0
2020-04-08,23970.4,23970.4,23970.4,23970.4,0,0,0
2020-04-09,24300.3,24300.3,24300.3,24300.3,0,0,0
2020-04-13,24300.3,24300.3,24300.3,24300.3,0,0,0
2020-04-14,24435.4,24435.4,24435.4,24435.4,0,0,0
2020-04-15,24145.3,24145.3,24145.3,24145.3,0,0,0
2020-04-16,24006.4,24006.4,24006.4,24006.4,0,0,0
2020-04-17,24380.0,24380.0,24380.0,24380.0,0,0,0
2020-04-20,24330.0,24330.0,24330.0,24330.0,0,0,0
2020-04-21,23793.6,23793.6,23793.6,23793.6,0,0,0
2020-04-22,23893.4,23893.4,23893.4,23893.4,0,0,0
2020-04-23,23977.3,23977.3,23977.3,23977.3,0,0,0
2020-04-24,23831.3,23831.3,23831.3,23831.3,0,0,0
2020-04-27,24280.1,24280.1,24280.1,24280.1,0,0,0
2020-04-28,24576.0,24576.0,24576.0,24576.0,0,0,0
2020-04-29,24643.6,24643.6,24643.6,24643.6,0,0,0
2020-04-30,24643.6,24643.6,24643.6,24643.6,0,0,0
2020-05-04,23613.8,23613.8,23613.8,23613.8,0,0,0
2020-05-05,23868.7,23868.7,23868.7,23868.7,0,0,0
2020-05-06,24137.5,24137.5,24137.5,24137.5,0,0,0
2020-05-07,23980.6,23980.6,23980.6,23980.6,0,0,0
2020-05-08,24230.2,24230.2,24230.2,24230.2,0,0,0
2020-05-11,24602.1,24602.1,24602.1,24602.1,0,0,0
2020-05-12,24245.7,24245.7,24245.7,24245.7,0,0,0
2020-05-13,24180.3,24180.3,24180.3,24180.3,0,0,0
2020-05-14,23829.7,23829.7,23829.7,23829.7,0,0,0
2020-05-15,23797.5,23797.5,23797.5,23797.5,0,0,0
2020-05-18,23934.8,23934.8,23934.8,23934.8,0,0,0
2020-05-19,24388.1,24388.1,24388.1,24388.1,0,0,0
2020-05-20,24399.9,24399.9,24399.9,24399.9,0,0,0
2020-05-21,24280.0,24280.0,24280.0,24280.0,0,0,0
2020-05-26,23384.7,23384.7,23384.7,23384.7,0,0,0
2020-05-27,23301.4,23301.4,23301.4,23301.4,0,0,0
2020-05-28,23132.8,23132.8,23132.8,23132.8,0,0,0
2020-05-29,22961.5,22961.5,22961.5,22961.5,0,0,0
2020-06-01,23732.5,23732.5,23732.5,23732.5,0,0,0
2020-06-02,23995.9,23995.9,23995.9,23995.9,0,0,0
2020-06-03,24325.6,24325.6,24325.6,24325.6,0,0,0
2020-06-04,24366.3,24366.3,24366.3,24366.3,0,0,0
2020-06-05,24770.4,24770.4,24770.4,24770.4,0,0,0
2020-06-08,24776.8,24776.8,24776.8,24776.8,0,0,0
2020-06-09,25057.2,25057.2,25057.2,25057.2,0,0,0
2020-06-10,25049.7,25049.7,25049.7,25049.7,0,0,0
2020-06-11,24480.2,24480.2,24480.2,24480.2,0,0,0
