Date,Open,High,Low,Close,Adj Close,Volume
2019-08-29,25606.330078,25714.779297,25372.490234,25703.500000,25703.500000,1784869100
2019-08-30,26011.640625,26011.640625,25536.150391,25724.730469,25724.730469,2017892000
2019-09-02,25627.830078,25662.310547,25502.699219,25626.550781,25626.550781,1295066700
2019-09-03,25546.320313,25736.050781,25498.109375,25527.849609,25527.849609,1149210200
2019-09-04,25675.160156,26654.210938,25675.160156,26523.230469,26523.230469,2688524600
2019-09-05,26512.859375,26697.849609,26283.119141,26515.529297,26515.529297,1996619100
2019-09-06,26773.130859,26790.789063,26563.169922,26690.759766,26690.759766,1895344700
2019-09-09,26743.359375,26807.859375,26609.650391,26681.400391,26681.400391,1700948300
2019-09-10,26831.980469,26870.769531,26634.470703,26683.679688,26683.679688,1738020300
2019-09-11,26790.640625,27159.509766,26705.630859,27159.060547,27159.060547,2072246200
2019-09-12,27283.980469,27283.980469,26967.250000,27087.630859,27087.630859,1337046900
2019-09-13,27154.509766,27366.449219,27074.539063,27352.689453,27352.689453,1176496300
2019-09-16,27212.890625,27212.890625,26976.300781,27124.550781,27124.550781,2189101500
2019-09-17,26942.960938,26951.839844,26694.369141,26790.240234,26790.240234,1850715100
2019-09-18,26838.429688,26891.160156,26730.630859,26754.119141,26754.119141,1372644100
2019-09-19,26820.730469,26820.730469,26372.089844,26468.949219,26468.949219,1330417000
2019-09-20,26532.880859,26564.359375,26410.410156,26435.669922,26435.669922,1972985800
2019-09-23,26463.619141,26483.029297,26186.009766,26222.400391,26222.400391,1285452900
2019-09-24,26300.210938,26391.980469,26207.269531,26281.000000,26281.000000,2089366000
2019-09-25,26162.710938,26190.560547,25917.679688,25945.349609,25945.349609,1762622300
2019-09-26,26075.150391,26099.640625,25917.580078,26041.929688,26041.929688,1700238600
2019-09-27,25977.980469,26017.460938,25840.660156,25954.810547,25954.810547,984279500
2019-09-30,25844.710938,26161.699219,25786.289063,26092.269531,26092.269531,1343934800
2019-10-02,25901.470703,26092.619141,25778.220703,26042.689453,26042.689453,1202153800
2019-10-03,25831.439453,26192.869141,25809.470703,26110.310547,26110.310547,1142351000
2019-10-04,26169.509766,26169.509766,25612.490234,25821.029297,25821.029297,1137243700
2019-10-08,25848.730469,26180.029297,25761.500000,25893.400391,25893.400391,1779110400
2019-10-09,25736.880859,25866.839844,25656.660156,25682.810547,25682.810547,1588334500
2019-10-10,25625.570313,25809.580078,25521.949219,25707.929688,25707.929688,1434231600
2019-10-11,25986.820313,26393.009766,25976.070313,26308.439453,26308.439453,2030977900
2019-10-14,26520.929688,26636.929688,26386.410156,26521.849609,26521.849609,2096251800
2019-10-15,26609.130859,26609.130859,26433.429688,26503.929688,26503.929688,1569211500
2019-10-16,26553.900391,26698.560547,26432.429688,26664.279297,26664.279297,1689389100
2019-10-17,26809.039063,26956.820313,26729.509766,26848.490234,26848.490234,1403839300
2019-10-18,26910.550781,26985.080078,26650.130859,26719.580078,26719.580078,1541856100
2019-10-21,26715.220703,26818.439453,26658.320313,26725.679688,26725.679688,1045151500
2019-10-22,26813.810547,26844.289063,26698.300781,26786.199219,26786.199219,1496851400
2019-10-23,26771.980469,26818.990234,26491.710938,26566.730469,26566.730469,1270778600
2019-10-24,26651.029297,26810.429688,26592.179688,26797.949219,26797.949219,1496729000
2019-10-25,26795.640625,26795.640625,26621.179688,26667.390625,26667.390625,1151226200
2019-10-28,26770.109375,27005.679688,26762.699219,26891.259766,26891.259766,1476176200
2019-10-29,27027.560547,27027.560547,26729.060547,26786.759766,26786.759766,1515348700
2019-10-30,26766.980469,26809.529297,26602.949219,26667.710938,26667.710938,1554112000
2019-10-31,26708.449219,27009.500000,26708.449219,26906.720703,26906.720703,1907594000
2019-11-01,26806.439453,27102.419922,26800.570313,27100.759766,27100.759766,1421451500
2019-11-04,27299.880859,27547.300781,27299.460938,27547.300781,27547.300781,1777502800
2019-11-05,27601.099609,27733.070313,27463.330078,27683.400391,27683.400391,1748633300
2019-11-06,27636.330078,27750.910156,27547.769531,27688.640625,27688.640625,1316670900
2019-11-07,27690.599609,27900.800781,27534.910156,27847.230469,27847.230469,1353594600
2019-11-08,27894.560547,27894.560547,27582.289063,27651.140625,27651.140625,1491797400
2019-11-11,27361.410156,27361.410156,26830.470703,26926.550781,26926.550781,1921659900
2019-11-12,27064.259766,27076.669922,26794.609375,27065.279297,27065.279297,1149626200
2019-11-13,26761.160156,26761.160156,26465.330078,26571.460938,26571.460938,1855002900
2019-11-14,26444.230469,26605.960938,26203.970703,26323.689453,26323.689453,1554697800
2019-11-15,26529.949219,26544.650391,26300.080078,26326.660156,26326.660156,1180282700
2019-11-18,26442.390625,26702.160156,26406.349609,26681.089844,26681.089844,1425323100
2019-11-19,26671.320313,27093.800781,26605.630859,27093.800781,27093.800781,1542578800
2019-11-20,26936.789063,26962.169922,26804.349609,26889.609375,26889.609375,1333243700
2019-11-21,26587.589844,26587.589844,26306.019531,26466.880859,26466.880859,1712162300
2019-11-22,26584.880859,26690.169922,26487.669922,26595.080078,26595.080078,1100431900
2019-11-25,26873.349609,27114.220703,26852.890625,26993.039063,26993.039063,1497175900
2019-11-26,27183.900391,27227.869141,26913.919922,26913.919922,26913.919922,2416392100
2019-11-27,26943.519531,26974.279297,26866.800781,26954.000000,26954.000000,1133748200
2019-11-28,26763.630859,26991.800781,26763.630859,26893.730469,26893.730469,998841900
2019-11-29,26705.380859,26705.380859,26308.099609,26346.490234,26346.490234,2004856800
2019-12-02,26475.339844,26511.550781,26393.089844,26444.720703,26444.720703,1348911800
2019-12-03,26315.970703,26424.119141,26063.019531,26391.300781,26391.300781,1795451800
2019-12-04,26071.390625,26191.789063,25995.150391,26062.560547,26062.560547,1502327900
2019-12-05,26300.509766,26300.509766,26134.060547,26217.039063,26217.039063,1228026600
2019-12-06,26345.199219,26520.080078,26309.339844,26498.369141,26498.369141,1644211100
2019-12-09,26513.970703,26618.250000,26432.269531,26494.730469,26494.730469,1301819900
2019-12-10,26378.990234,26527.089844,26355.529297,26436.619141,26436.619141,956293300
2019-12-11,26410.089844,26659.980469,26364.429688,26645.429688,26645.429688,1409589200
2019-12-12,26837.939453,27048.980469,26837.939453,26994.140625,26994.140625,1451721900
2019-12-13,27494.509766,27687.759766,27405.259766,27687.759766,27687.759766,2212195500
2019-12-16,27530.500000,27715.929688,27473.320313,27508.089844,27508.089844,1421412600
2019-12-17,27630.689453,27894.720703,27563.439453,27843.710938,27843.710938,1926224500
2019-12-18,27884.210938,27884.210938,27884.210938,27884.210938,27884.210938,0
2019-12-19,27908.779297,27908.779297,27675.240234,27800.490234,27800.490234,1296810200
2019-12-20,27834.550781,27959.519531,27740.660156,27871.349609,27871.349609,1680024400
2019-12-23,28024.619141,28024.619141,27830.080078,27906.410156,27906.410156,1216834000
2019-12-24,27901.509766,27921.289063,27792.660156,27864.210938,27864.210938,483984100
2019-12-27,28033.660156,28226.109375,28000.619141,28225.419922,28225.419922,1375016100
2019-12-30,28250.480469,28418.650391,28165.130859,28319.390625,28319.390625,1420447400
2019-12-31,28241.429688,28298.460938,28123.859375,28189.750000,28189.750000,873713900
2020-01-02,28249.369141,28543.519531,28245.970703,28543.519531,28543.519531,1262732800
2020-01-03,28828.359375,28883.300781,28428.169922,28451.500000,28451.500000,1797904800
2020-01-06,28326.500000,28367.869141,28054.289063,28226.189453,28226.189453,1793426600
2020-01-07,28352.679688,28473.080078,28264.070313,28322.060547,28322.060547,1302687200
2020-01-08,27999.580078,28198.609375,27857.730469,28087.919922,28087.919922,1709241600
2020-01-09,28367.650391,28561.000000,28325.859375,28561.000000,28561.000000,1692786200
2020-01-10,28665.140625,28665.140625,28504.269531,28638.199219,28638.199219,1448401000
2020-01-13,28772.369141,28971.400391,28671.839844,28954.939453,28954.939453,1765055700
2020-01-14,29149.529297,29149.529297,28790.490234,28885.140625,28885.140625,1643504700
2020-01-15,28891.070313,28972.679688,28619.099609,28773.589844,28773.589844,1240120700
2020-01-16,28806.119141,28987.730469,28709.570313,28883.039063,28883.039063,1620926200
2020-01-17,28988.160156,29101.150391,28813.130859,29056.419922,29056.419922,1545082800
2020-01-20,29169.119141,29174.919922,28795.419922,28795.910156,28795.910156,1633383900
2020-01-21,28449.380859,28492.029297,27980.500000,27985.330078,27985.330078,2236521700
2020-01-22,28116.500000,28393.929688,27937.679688,28341.039063,28341.039063,1343288100
2020-01-23,28109.750000,28133.029297,27706.369141,27909.119141,27909.119141,1753263000
2020-01-24,27935.419922,27977.630859,27774.500000,27949.640625,27949.640625,612128700
2020-01-29,27101.539063,27333.300781,27101.539063,27160.630859,27160.630859,2203836100
2020-01-30,27030.609375,27134.550781,26330.050781,26449.130859,26449.130859,2223567800
2020-01-31,26757.609375,26818.839844,26295.490234,26312.630859,26312.630859,1874255200
2020-02-03,26189.609375,26512.580078,26145.589844,26356.980469,26356.980469,2421482700
2020-02-04,26491.660156,26730.259766,26491.660156,26675.980469,26675.980469,2500238100
2020-02-05,26869.320313,26926.119141,26641.919922,26786.740234,26786.740234,2498930800
2020-02-06,27174.529297,27608.220703,27029.490234,27493.699219,27493.699219,2249533900
2020-02-07,27356.279297,27410.580078,27224.119141,27404.269531,27404.269531,1464514700
2020-02-10,27092.150391,27314.640625,27044.880859,27241.339844,27241.339844,1612017900
2020-02-11,27514.250000,27674.810547,27436.990234,27583.880859,27583.880859,1868625400
2020-02-12,27717.220703,27892.480469,27614.830078,27823.660156,27823.660156,1796561200
2020-02-13,27953.650391,27953.650391,27695.599609,27730.000000,27730.000000,1617010200
2020-02-14,27698.560547,27960.660156,27695.589844,27815.599609,27815.599609,1445335900
2020-02-17,27766.710938,28055.580078,27766.710938,27959.599609,27959.599609,1412999200
2020-02-18,27766.500000,27771.300781,27496.250000,27530.199219,27530.199219,1592221400
2020-02-19,27486.460938,27697.460938,27448.599609,27655.810547,27655.810547,1471538100
2020-02-20,27767.279297,27767.279297,27383.130859,27609.160156,27609.160156,1582073100
2020-02-21,27450.460938,27484.529297,27264.779297,27308.810547,27308.810547,1773613400
2020-02-24,27105.349609,27105.349609,26813.220703,26820.880859,26820.880859,2044657000
2020-02-25,26722.390625,26914.050781,26667.039063,26893.230469,26893.230469,1924042900
2020-02-26,26696.490234,26696.490234,26696.490234,26696.490234,26696.490234,0
2020-02-27,26529.169922,26849.570313,26419.970703,26778.619141,26778.619141,2110369700
2020-02-28,26249.060547,26313.550781,25989.410156,26129.929688,26129.929688,3191426200
2020-03-02,26077.730469,26375.910156,26077.730469,26291.679688,26291.679688,2201535600
2020-03-03,26419.130859,26527.750000,26233.390625,26284.820313,26284.820313,2136295000
2020-03-04,26321.560547,26372.480469,26038.390625,26222.070313,26222.070313,1957062400
2020-03-05,26348.160156,26805.580078,26315.359375,26767.869141,26767.869141,2522843200
2020-03-06,26397.779297,26408.800781,26084.230469,26146.669922,26146.669922,2646519300
2020-03-09,25134.019531,25321.279297,24948.380859,25040.460938,25040.460938,4677892400
2020-03-10,25285.679688,25578.609375,24978.970703,25392.509766,25392.509766,3225661100
2020-03-11,25459.960938,25493.230469,25140.380859,25231.609375,25231.609375,2627625600
2020-03-12,24657.669922,24657.669922,24117.939453,24309.070313,24309.070313,3748928400
2020-03-13,22519.320313,24184.480469,22519.320313,24032.910156,24032.910156,5495155700
2020-03-16,23317.810547,23631.529297,22842.250000,23063.570313,23063.570313,4067029300
2020-03-17,23001.759766,23401.199219,22676.460938,23263.730469,23263.730469,3637973700
2020-03-18,23023.339844,23425.029297,22167.419922,22291.820313,22291.820313,4217153600
2020-03-19,22221.380859,22380.339844,21139.259766,21709.130859,21709.130859,5628397600
2020-03-20,22147.339844,22805.070313,22147.339844,22805.070313,22805.070313,4528187900
2020-03-23,21696.130859,21696.130859,21696.130859,21696.130859,21696.130859,0
2020-03-24,22497.570313,22753.009766,22383.250000,22663.490234,22663.490234,3614066700
2020-03-25,23255.910156,23569.449219,23062.230469,23527.189453,23527.189453,3605374900
2020-03-26,23604.830078,23604.830078,23163.669922,23352.339844,23352.339844,2519508100
2020-03-27,23768.410156,23791.199219,23354.009766,23484.279297,23484.279297,2199674300
2020-03-30,23020.849609,23491.509766,22973.330078,23175.109375,23175.109375,2553435900
2020-03-31,23613.269531,23627.529297,23238.039063,23603.480469,23603.480469,2876326600
2020-04-01,23365.900391,23540.009766,22947.640625,23085.789063,23085.789063,2879977600
2020-04-02,22838.669922,23280.060547,22756.130859,23280.060547,23280.060547,2560937400
2020-04-03,23072.949219,23236.109375,23030.580078,23236.109375,23236.109375,1870630600
2020-04-06,23558.830078,23832.929688,23271.470703,23749.119141,23749.119141,1834036600
2020-04-07,24093.050781,24262.009766,23796.029297,24253.289063,24253.289063,2535034600
2020-04-08,24191.320313,24191.320313,23897.400391,23970.369141,23970.369141,1840854100
2020-04-09,24181.320313,24308.689453,24045.179688,24300.330078,24300.330078,1725334600
2020-04-14,24347.609375,24546.390625,24283.130859,24435.400391,24435.400391,2050447800
2020-04-15,24499.859375,24603.599609,24090.500000,24145.339844,24145.339844,1906625200
2020-04-16,24025.449219,24102.910156,23854.789063,24006.449219,24006.449219,1865473400
2020-04-17,24457.830078,24666.640625,24308.779297,24380.000000,24380.000000,1937579000
2020-04-20,24503.560547,24503.560547,24225.550781,24330.019531,24330.019531,1375091600
2020-04-21,24247.839844,24247.839844,23676.130859,23793.550781,23793.550781,2160661700
2020-04-22,23540.539063,23939.289063,23483.310547,23893.359375,23893.359375,1668362400
2020-04-23,23983.650391,24107.880859,23806.300781,23977.320313,23977.320313,1814344800
2020-04-24,23844.550781,23957.169922,23730.490234,23831.330078,23831.330078,1301664900
2020-04-27,24030.660156,24318.810547,24030.539063,24280.140625,24280.140625,1592713000
2020-04-28,24401.119141,24582.660156,24176.880859,24575.960938,24575.960938,1687557300
2020-04-29,24786.019531,24855.470703,24549.619141,24643.589844,24643.589844,1648009000
2020-05-04,23895.109375,23897.529297,23584.949219,23613.800781,23613.800781,2556774000
2020-05-05,23755.769531,23928.449219,23697.880859,23868.660156,23868.660156,1332967300
2020-05-06,24137.480469,24137.480469,24137.480469,24137.480469,24137.480469,0
2020-05-07,24120.810547,24120.810547,23913.500000,23980.630859,23980.630859,1317060000
2020-05-08,24193.359375,24263.730469,24097.119141,24230.169922,24230.169922,1274113200
2020-05-11,24470.179688,24766.830078,24470.179688,24602.060547,24602.060547,1458200000
2020-05-12,24358.000000,24411.039063,24136.199219,24245.679688,24245.679688,1479628600
2020-05-13,24111.669922,24320.199219,23979.369141,24180.300781,24180.300781,1359038500
2020-05-14,24038.070313,24081.189453,23790.269531,23829.740234,23829.740234,1697720800
2020-05-15,23834.679688,23985.119141,23671.609375,23797.470703,23797.470703,1509478600
2020-05-18,23736.669922,23952.050781,23722.169922,23934.769531,23934.769531,1645114700
2020-05-19,24489.550781,24552.550781,24314.449219,24388.130859,24388.130859,2022987500
2020-05-20,24462.900391,24514.869141,24315.750000,24399.949219,24399.949219,1432021300
2020-05-21,24528.910156,24528.910156,24208.160156,24280.029297,24280.029297,1474345000
2020-05-22,23756.910156,23756.910156,22878.259766,22930.140625,22930.140625,3680989100
2020-05-25,22725.699219,22968.650391,22519.730469,22952.240234,22952.240234,1769029000
2020-05-26,23198.339844,23481.480469,23165.490234,23384.660156,23384.660156,1421148200
2020-05-27,23515.140625,23515.140625,23134.609375,23301.359375,23301.359375,1837146100
2020-05-28,23206.750000,23451.779297,22779.619141,23132.759766,23132.759766,2356792600
2020-05-29,22781.109375,23089.769531,22781.109375,22961.470703,22961.470703,3621412000
2020-06-01,23539.910156,23806.320313,23539.910156,23732.519531,23732.519531,2569148800
2020-06-02,23792.240234,23995.939453,23766.150391,23995.939453,23995.939453,1813293900
2020-06-03,24303.560547,24364.009766,24219.960938,24325.619141,24325.619141,2455118300
2020-06-04,24643.839844,24643.839844,24204.099609,24366.300781,24366.300781,1888873500
2020-06-05,24388.179688,24810.220703,24253.560547,24770.410156,24770.410156,2397618300
2020-06-08,25018.050781,25018.779297,24678.550781,24776.769531,24776.769531,2123439500
2020-06-09,24906.009766,25253.669922,24837.730469,25057.220703,25057.220703,2203396500
2020-06-10,25179.029297,25303.779297,24968.300781,25049.730469,25049.730469,1971349200
2020-06-11,24997.839844,25059.320313,24480.150391,24480.150391,24480.150391,1838958200
2020-06-12,23920.699219,24317.720703,23895.029297,24301.380859,24301.380859,1824519600
